n,N,reps,n_fail
144,96,100000,100000
1665,34,100000,28921
15441,55,100000,9305
18590,32,100000,2594
36167,77,100000,7803
1094,60,100000,80653
1221829314,75,100000,1
621462,4,100000,1
16527,99,100000,25511
176080631,43,100000,1
520,23,100000,38964
35767,24,100000,784
17532,9,100000,205
9672,96,100000,37524
562,97,100000,99974
2751,85,100000,73287
28018,35,100000,2121
485305,92,100000,858
39931202,38,100000,2
10245,87,100000,30560
1057695407,80,100000,1
13175,47,100000,7788
1985,57,100000,55910
38298,13,100000,202
60610,28,100000,603
715007883,17,100000,0
19490,80,100000,14875
1525,35,100000,32543
441,96,100000,99998
463,82,100000,99957
606332600,35,100000,0
6864,22,100000,3334
1292,59,100000,73832
61205,54,100000,2195
61,42,100000,100000
89199404,61,100000,3
18590,95,100000,21427
1930474,9,100000,1
20101,74,100000,12680
7068,53,100000,17601
80465925,59,100000,3
87379985,3,100000,0
792,85,100000,99097
2321,91,100000,83181
2844199685,81,100000,0
22,86,100000,100000
1062,14,100000,8180
3165656,84,100000,105
94888137,60,100000,1
882194,89,100000,462
101,88,100000,100000
5222,79,100000,44581
11405,70,100000,19134
2992,99,100000,80280
2610,97,100000,83817
21518536,21,100000,4
1731,75,100000,80179
85,64,100000,100000
2285,80,100000,75359
2584,91,100000,80012
90,56,100000,100000
867,4,100000,686
9873,22,100000,2385
29,43,100000,100000
210,94,100000,100000
191210414,72,100000,3
341873,92,100000,1237
4070,34,100000,12995
234969466,15,100000,0
297,56,100000,99643
454371491,37,100000,0
37192,31,100000,1285
1365,58,100000,70807
377,8,100000,7147
1470823094,95,100000,0
13337,14,100000,640
64,70,100000,100000
35075,50,100000,3403
3820,42,100000,20138
3381,71,100000,52160
12854731,14,100000,0
9055515,18,100000,4
51341,53,100000,2664
551,86,100000,99910
302109,18,100000,56
473490263,93,100000,1
1525,33,100000,29274
4701,86,100000,54475
412,81,100000,99975
3533,59,100000,38377
954136861,94,100000,0
46,41,100000,100000
65745,24,100000,433
227,42,100000,98205
291,14,100000,27123
281,89,100000,100000
22055,96,100000,18563
2221059625,72,100000,0
218,32,100000,90885
5929,92,100000,50759
158840645,88,100000,3
2867,45,100000,29148
609,7,100000,3394
1891,26,100000,15979
82,50,100000,100000
2565725199,51,100000,0
61,67,100000,100000
7839047,44,100000,9
26443114,70,100000,12
94888137,54,100000,1
2850,59,100000,45013
18590,19,100000,922
50,68,100000,100000
29,97,100000,100000
1042,7,100000,2042
180474,38,100000,383
74098950,17,100000,0
2586,6,100000,607
13600,52,100000,9329
1126,18,100000,12672
463,16,100000,22976
3523,29,100000,10976
37192,88,100000,9755
860717692,5,100000,0
205,60,100000,99998
35,90,100000,100000
298,57,100000,99656
27,47,100000,100000
4981538,45,100000,13
309,27,100000,69059
829305,54,100000,151
2230046,43,100000,28
496,58,100000,96941
717901,7,100000,2
321377,88,100000,1246
454,43,100000,87121
27667,49,100000,4185
120,40,100000,99933
29313154,7,100000,0
86,57,100000,100000
1354442226,81,100000,0
288742904,45,100000,0
3437666,31,100000,14
1699066442,39,100000,0
4402137,31,100000,7
808,84,100000,98843
726,5,100000,1342
3582314,50,100000,37
445103578,29,100000,0
2987,15,100000,3583
1299752038,47,100000,0
19815852,54,100000,6
2714,72,100000,61660
181,35,100000,97066
1279,82,100000,93009
8763,29,100000,4392
320082009,70,100000,0
3638,67,100000,45752
89199404,43,100000,1
2878,56,100000,41597
25478,29,100000,1514
144,36,100000,99175
26166,17,100000,505
160,68,100000,100000
7,65,100000,100000
54395405,28,100000,0
39274,31,100000,1191
107,75,100000,100000
221776,96,100000,2000
101348,33,100000,519
40215,94,100000,10213
199256051,70,100000,0
684,32,100000,52109
633,76,100000,99108
173187,21,100000,144
124541,95,100000,3460
13175,92,100000,27274
114225172,22,100000,0
15441,52,100000,8145
72587538,39,100000,0
729895723,56,100000,0
733,84,100000,99267
11405,59,100000,14063
7100,27,100000,4716
2085,6,100000,719
1532711507,28,100000,0
1985,49,100000,44801
52410,85,100000,6692
27209,22,100000,855
128,10,100000,30265
2629746,30,100000,9
2299,85,100000,79315
57864497,30,100000,0
1570956,6,100000,1
403148,87,100000,882
31960,86,100000,10683
719,91,100000,99716
143288619,74,100000,1
39116717,15,100000,0
48415,41,100000,1695
7422,81,100000,35642
21,24,100000,100000
262,16,100000,37082
15860,14,100000,608
5121,26,100000,6088
5191148,29,100000,5
12132,89,100000,27691
22423980,52,100000,5
43362303,31,100000,2
29313154,3,100000,0
44,48,100000,100000
36771592,82,100000,6
57721,93,100000,7124
11296,5,100000,86
92,62,100000,100000
2963,10,100000,1526
3381,98,100000,75688
220882579,44,100000,0
128,70,100000,100000
437788,6,100000,2
1356,10,100000,3326
13337,23,100000,1845
485305,84,100000,700
57,61,100000,100000
359,71,100000,99962
59437,60,100000,2870
47278,12,100000,136
1257,82,100000,93355
812389,5,100000,0
41779,61,100000,4187
146272164,68,100000,0
74,32,100000,99952
1052,86,100000,97258
10247386,37,100000,9
38298,15,100000,320
45215,57,100000,3504
2148,45,100000,36974
69656570,71,100000,1
22983,30,100000,1828
138059,56,100000,1128
96863890,41,100000,0
5121,52,100000,22679
6249041,30,100000,9
112,63,100000,100000
10245,81,100000,27290
214,31,100000,89693
33171299,94,100000,9
684,71,100000,97732
10146,33,100000,5047
7643,33,100000,6708
3299,31,100000,13112
4053812,24,100000,4
109612944,91,100000,5
4599,5,100000,220
29709,5,100000,39
74398,15,100000,130
23854079,78,100000,9
14004,92,100000,25842
11746,87,100000,27108
1532711507,63,100000,0
295947,86,100000,1181
231,35,100000,93423
674861,86,100000,530
3101085,57,100000,44
53,80,100000,100000
15796573,49,100000,5
3101085,40,100000,19
2584,82,100000,72949
24449,42,100000,3462
2576106,81,100000,114
89560,99,100000,5250
428,82,100000,99973
172,46,100000,99862
6165,89,100000,47343
14705,39,100000,4954
354822546,45,100000,0
26008,94,100000,15617
623,42,100000,75802
116,26,100000,95153
5758,57,100000,24348
585,96,100000,99973
2926,39,100000,22397
2987,70,100000,55742
7208,91,100000,43602
227,57,100000,99964
1134,34,100000,39194
87379985,15,100000,0
15796573,63,100000,11
25660,86,100000,13330
540,34,100000,65255
8025,62,100000,20996
11127896,57,100000,15
846573,66,100000,258
101348,4,100000,8
181,28,100000,88895
1649,63,100000,69740
3381,97,100000,75025
101,59,100000,100000
4090,22,100000,5429
8678,63,100000,20027
119031470,19,100000,0
316,30,100000,75826
69938,70,100000,3487
103458,38,100000,682
268,50,100000,99288
17025,53,100000,7769
176080631,47,100000,1
1525,23,100000,15453
176080631,18,100000,0
9436548,77,100000,31
7138,66,100000,26156
2267306361,16,100000,0
192,41,100000,98996
4924,42,100000,16199
188068,99,100000,2545
28018,57,100000,5469
114,80,100000,100000
785,67,100000,94424
24677,59,100000,6813
1836,61,100000,63520
18409,60,100000,9112
39931202,84,100000,5
74098950,84,100000,2
495409,21,100000,50
19015720,93,100000,14
420111,61,100000,465
1938,94,100000,89692
849,94,100000,99536
485305,49,100000,266
15142,42,100000,5694
114,51,100000,100000
133,25,100000,90928
265895731,97,100000,1
30893,44,100000,2981
101,24,100000,94835
650,45,100000,78777
4419,55,100000,28474
4877,43,100000,16996
261526,85,100000,1356
321377,98,100000,1513
245,39,100000,95961
9672,92,100000,35199
18230,18,100000,832
143288619,48,100000,1
2867,32,100000,16080
377451517,97,100000,5
4207361924,65,100000,0
4053812,52,100000,23
808,73,100000,96450
36771592,97,100000,12
10550,55,100000,13181
9568,55,100000,14337
5377,99,100000,59860
7643,66,100000,24523
12335677,50,100000,14
11519,5,100000,114
427131015,64,100000,0
125,51,100000,100000
2687,22,100000,8372
6249041,42,100000,13
260,98,100000,100000
7138,54,100000,18231
6411,98,100000,52405
2372268,36,100000,28
463832380,89,100000,0
265,49,100000,99129
211963697,45,100000,1
2740,91,100000,77777
409884155,22,100000,0
3081,90,100000,73045
32494697,16,100000,0
14281,89,100000,24067
2085,31,100000,20112
4138220,35,100000,18
882194,68,100000,261
372,62,100000,99514
957997,27,100000,43
1570,84,100000,89607
25411,29,100000,1526
285,39,100000,93388
162148013,29,100000,0
428,40,100000,84807
377,62,100000,99482
365,76,100000,99975
2461,6,100000,619
43537,61,100000,4176
104,84,100000,100000
1715,21,100000,11587
262,12,100000,22650
50091295,87,100000,8
2131376828,47,100000,0
24449,98,100000,17784
294755087,73,100000,1
15593,78,100000,17625
9112,81,100000,29930
2333,67,100000,61592
430,71,100000,99768
8104,3,100000,36
252,66,100000,99996
2019,41,100000,33682
15900,10,100000,279
276,43,100000,96807
549179,38,100000,145
3235,78,100000,60837
5996715,10,100000,1
1019094,62,100000,142
1206,45,100000,56082
14142,38,100000,4832
1019094,76,100000,285
483349241,51,100000,0
384,96,100000,100000
580,34,100000,62707
20733,47,100000,4983
303,25,100000,64027
10038368,29,100000,5
34397,34,100000,1648
7710,88,100000,39255
103041429,21,100000,0
348991,18,100000,43
25375384,48,100000,6
322,11,100000,16121
37689,77,100000,7624
48890,97,100000,9135
31182614,74,100000,7
2714,20,100000,6978
149,10,100000,26705
60,96,100000,100000
36118,5,100000,27
1182,25,100000,22496
14281,63,100000,12703
50293,22,100000,484
359,56,100000,98943
1206,52,100000,67358
792,72,100000,96473
8002271,42,100000,6
188068,30,100000,212
110,95,100000,100000
29,41,100000,100000
1326815376,25,100000,0
240,93,100000,100000
688913,77,100000,441
815,17,100000,15546
109,24,100000,93567
95,40,100000,99998
283997,17,100000,55
155,68,100000,100000
1698,20,100000,10579
359,43,100000,92766
35075,34,100000,1576
36920,53,100000,3630
5430,61,100000,28797
15860,47,100000,6705
2461,96,100000,84862
712,73,100000,97813
3987,7,100000,513
15474367,41,100000,6
21518536,48,100000,8
1411433635,34,100000,0
159,26,100000,88435
2421664,66,100000,104
5320,74,100000,40161
645,29,100000,47162
235920,60,100000,773
23367523,59,100000,5
2431,25,100000,11574
2714,36,100000,20751
465709,58,100000,373
138059,17,100000,101
412,20,100000,37353
2362708720,33,100000,0
882,66,100000,91842
99,37,100000,99955
37689,46,100000,2647
9475,93,100000,36375
3022,5,100000,325
21107,20,100000,927
72,45,100000,100000
493413503,93,100000,0
1734444275,23,100000,0
26944,49,100000,4302
21314,92,100000,18133
5191148,26,100000,10
42642,71,100000,5795
17153898,16,100000,0
938457,76,100000,307
4337,15,100000,2428
8372,24,100000,3255
210,98,100000,100000
634402,11,100000,9
536,10,100000,8169
747,55,100000,86860
53285891,37,100000,0
2844199685,51,100000,0
954136861,5,100000,0
75,90,100000,100000
1649,94,100000,93237
184232,56,100000,839
1115,41,100000,52846
74,26,100000,99380
396,69,100000,99809
229,27,100000,79521
2414,79,100000,72171
46314,95,100000,9257
465709,50,100000,270
42649,61,100000,4166
1111,8,100000,2585
7247,91,100000,43188
167,31,100000,94877
671,71,100000,97816
4877,89,100000,55388
21734,51,100000,5735
5085263,7,100000,0
584204,78,100000,550
12701,38,100000,5349
4682885,12,100000,2
4877,41,100000,15363
974003826,27,100000,0
3051,28,100000,11776
20649652,23,100000,2
166194,65,100000,1224
596368,19,100000,34
41779,47,100000,2420
341873,11,100000,14
25,18,100000,99980
155,76,100000,100000
18772,5,100000,63
184232,31,100000,234
2586,16,100000,4542
35429,72,100000,7068
35429,49,100000,3207
2299,70,100000,65163
16373,56,100000,8949
631845500,30,100000,0
8689868,40,100000,12
2168,89,100000,83858
3037832,63,100000,72
12084064,32,100000,2
14909,47,100000,6997
55528022,80,100000,5
103,80,100000,100000
531,3,100000,567
35419,54,100000,3973
428,51,100000,95451
740,53,100000,85163
53285891,96,100000,14
12,88,100000,100000
3050,6,100000,508
5898,33,100000,8438
2193,20,100000,8158
2175756195,41,100000,0
143,35,100000,98964
183,21,100000,69416
20649652,33,100000,1
48068690,8,100000,0
86,42,100000,99999
11978,74,100000,20338
231108,27,100000,151
256191,87,100000,1462
2684502,46,100000,36
5001,47,100000,19540
123,39,100000,99885
552,92,100000,99962
1845059253,55,100000,0
432,22,100000,41847
992,70,100000,91972
3178,51,100000,33277
1446652,3,100000,0
413,10,100000,10431
54615,32,100000,871
6538,46,100000,14585
1102200481,87,100000,1
19905,64,100000,9521
6731,46,100000,14360
12385,80,100000,22415
220882579,58,100000,0
231,61,100000,99983
121,58,100000,100000
8547,94,100000,40075
1254,4,100000,510
11127896,98,100000,46
61554832,9,100000,0
445,6,100000,3383
516255,15,100000,26
392,63,100000,99504
335,56,100000,99295
71106954,92,100000,5
15220,44,100000,6058
9055515,84,100000,41
33731,53,100000,4055
158840645,56,100000,1
2565725199,65,100000,0
13733,35,100000,4161
18,87,100000,100000
25,14,100000,98972
998307,87,100000,365
5637200,34,100000,13
91056707,98,100000,4
19,65,100000,100000
3025589822,16,100000,0
4736,13,100000,1692
1160,50,100000,65781
2786185932,71,100000,0
1310,38,100000,42134
5871,67,100000,31407
432,36,100000,77759
735,5,100000,1378
1102200481,86,100000,0
270,34,100000,88579
295,84,100000,100000
5637200,26,100000,11
89560,62,100000,2158
4090,44,100000,20766
36,97,100000,100000
719,86,100000,99524
477,27,100000,52912
256191,70,100000,966
44341,33,100000,1200
661096,36,100000,88
48415,29,100000,891
2367,51,100000,41842
1383,24,100000,17958
63090,49,100000,1917
2064,12,100000,3200
6955,47,100000,14394
427131015,75,100000,0
13600,66,100000,14736
14546648,99,100000,32
8034,50,100000,14074
3173,26,100000,9664
3178,28,100000,11211
7000,85,100000,39820
1299752038,7,100000,0
26008,98,100000,16572
1042,11,100000,5164
558355712,78,100000,0
134698181,14,100000,0
3567,75,100000,54234
27102,50,100000,4478
9662,76,100000,25765
77,81,100000,100000
233,41,100000,97680
3451,74,100000,54618
445103578,12,100000,0
10945,70,100000,19800
124040005,72,100000,0
34,14,100000,95602
860717692,61,100000,1
2808,31,100000,15186
161,68,100000,100000
529,80,100000,99808
37192,44,100000,2530
28243,78,100000,9973
1470823094,49,100000,0
247,24,100000,68677
316,70,100000,99978
4090,16,100000,2850
15,95,100000,100000
22600,18,100000,697
156,72,100000,100000
514175061,69,100000,0
3299,49,100000,30148
1766,88,100000,88941
103,48,100000,100000
11643,83,100000,25380
304,38,100000,91050
6537,28,100000,5560
160,14,100000,44366
5431,29,100000,7111
591,94,100000,99958
401523660,63,100000,1
21518536,72,100000,9
621,59,100000,94249
10550,92,100000,32838
394925,72,100000,628
5871,90,100000,49566
1267,77,100000,90602
1218,99,100000,98276
169,98,100000,100000
75641832,77,100000,5
688913,61,100000,275
726,17,100000,17244
12854731,48,100000,5
6348,58,100000,22881
51134293,21,100000,0
1125150416,79,100000,0
99,27,100000,97999
535810211,18,100000,0
357,25,100000,57890
357,71,100000,99948
6647576,81,100000,52
7000,46,100000,13740
250966,76,100000,1145
1019094,20,100000,18
2740399,81,100000,119
16,88,100000,100000
4312345,46,100000,20
537978,35,100000,109
1310,97,100000,97427
27209,92,100000,13967
61,51,100000,100000
3748,61,100000,38707
359,50,100000,97179
47944,96,100000,9181
6813,15,100000,1496
5758,8,100000,498
840,91,100000,99323
2695,34,100000,19103
28571,92,100000,13620
2559,41,100000,27540
4212,6,100000,339
1137,46,100000,60392
1698,10,100000,2603
2005,33,100000,23147
10078,59,100000,15713
1852524,18,100000,7
12854731,68,100000,19
1299752038,33,100000,0
159483,86,100000,2334
7794,51,100000,15465
1852524,94,100000,258
1257,6,100000,1173
409884155,12,100000,0
751,58,100000,89541
1860,66,100000,68825
491,78,100000,99829
6955,34,100000,7720
6601,91,100000,46468
1111,65,100000,85287
520,68,100000,98967
33079,70,100000,7080
392,88,100000,99998
29431,13,100000,253
1061975,90,100000,418
6046,95,100000,52612
5660,78,100000,41085
6601,15,100000,1559
677,65,100000,95847
109,87,100000,100000
169654,73,100000,1571
19712,92,100000,19068
30,34,100000,100000
281,31,100000,82107
18409,18,100000,834
493413503,89,100000,0
5071,63,100000,32109
27746,84,100000,11823
954,25,100000,27452
130,29,100000,96725
24958,65,100000,7884
62836522,47,100000,2
3081,14,100000,2829
658431916,64,100000,1
9757,10,100000,451
597,50,100000,87846
5071,23,100000,4858
325,69,100000,99966
292,92,100000,100000
96863890,74,100000,2
9949,37,100000,6467
569981753,47,100000,1
152426916,78,100000,2
25912,83,100000,12331
265,55,100000,99752
792612239,10,100000,0
650,77,100000,99035
216377189,36,100000,0
6864,61,100000,23547
28831,43,100000,3079
1705941,3,100000,0
50838,35,100000,1134
36771592,77,100000,8
1283,15,100000,7957
5320,76,100000,41493
1299752038,58,100000,0
3381,58,100000,38855
785,61,100000,90839
10447,47,100000,9951
1985,54,100000,51818
8427,79,100000,30808
29313154,55,100000,7
8512619,29,100000,7
38,12,100000,85841
58098,5,100000,10
3332,58,100000,39199
2105,77,100000,75222
8725,85,100000,33699
184232,57,100000,854
1115,13,100000,6678
633,19,100000,23830
21734,91,100000,17201
549179,10,100000,6
140365930,99,100000,1
190,66,100000,100000
12132,33,100000,4305
261526,63,100000,723
209,16,100000,44374
53501,68,100000,4137
2844199685,87,100000,1
954136861,44,100000,0
15474367,90,100000,24
2437,69,100000,62018
19092,88,100000,18187
59,44,100000,100000
4070,67,100000,41953
2461,81,100000,73688
3874448717,13,100000,0
633,99,100000,99976
291,87,100000,100000
12096,51,100000,10057
1125150416,38,100000,0
481,89,100000,99983
350,3,100000,836
8002271,70,100000,25
12334,3,100000,18
2751,27,100000,12072
47478,71,100000,4948
25478,36,100000,2429
4924,50,100000,22157
11837583,88,100000,26
5085263,83,100000,72
5987,71,100000,34259
7947,41,100000,10005
121,19,100000,77732
1845059253,26,100000,0
24350767,87,100000,12
2684502,94,100000,155
250966,27,100000,146
9201,6,100000,176
36,62,100000,100000
212821,22,100000,104
55,87,100000,100000
91,18,100000,83558
184232,67,100000,1228
6955,83,100000,38571
2011703,18,100000,6
1962728751,60,100000,1
1411433635,97,100000,1
2794,56,100000,42491
75,14,100000,72638
12334,73,100000,19120
5537,97,100000,57303
24958,67,100000,8404
4419,35,100000,12652
20310,77,100000,13391
21523,26,100000,1459
57,89,100000,100000
840,18,100000,16851
719,68,100000,96148
3603,70,100000,48757
99,45,100000,100000
936,72,100000,93856
24437,86,100000,14016
4587367,20,100000,1
3955122195,71,100000,0
213,57,100000,99971
77529,65,100000,2591
2372268,13,100000,1
8264,63,100000,20987
82,88,100000,100000
4380,99,100000,67169
